Enrollment,Program,CGPA,12th Percentage,Board,Medium of Education,Native,Mode of Transportation,Family Annual Income(in lakhs),laptop,Members Earning in Family,Gender,Disability Status,Family Structure,Number of Students in Family,Intrested in higher studies in India,Interested in Higher Studies Abroad,Education Loan Taken,Father's Occupation,Extracurricular Participation,Achievements/Recognition in Extracurricular Activities,Community Service Participation,Positions of Responsibility Held,Internet Access,Distance from Home to University,Parents' Education Level,Chronic Illness or Disability
1632,BBA,9.38,90.24,CBSE,English,Surat,Personal bike,Below 5,Yes,2,Female,Yes,Both parents,4,Yes,Yes,Yes,Labour,Yes,Yes,No,Yes,Yes,36.8,Postgraduate,Yes
1633,BBA,6.0,92.25,ICSE,Hindi,Surat,Personal bike,Below 5,No,3,Female,Yes,Single-parent,1,No,Yes,Yes,Labour,Yes,No,Yes,Yes,No,10.7,Undergraduate,No
1634,BBA,5.52,77.36,CBSE,Marathi,Surat,Public Transport,Above 20,No,1,Female,No,Orphaned,2,Yes,No,No,Other,No,No,No,No,No,11.7,Undergraduate,Yes
1635,FEHS,6.33,75.04,ICSE,Hindi,Vadodara,University Bus,10-15,Yes,5,Female,No,Single-parent,2,Yes,No,Yes,Other,No,No,No,Yes,Yes,4.8,High School,Yes
1636,BBA,7.47,92.07,ICSE,English,Rajkot,Personal bike,Below 5,No,3,Male,No,Single-parent,2,No,Yes,Yes,Business,No,No,No,No,No,11.9,Postgraduate,No
1637,CSE,6.97,65.71,ICSE,English,Vadodara,Public Transport,Below 5,Yes,2,Male,No,Both parents,3,Yes,Yes,Yes,Business,No,No,Yes,No,No,29.2,Postgraduate,No
1638,Chemical,7.36,77.65,State Board,Gujarati,Surat,Personal bike,5-10,No,5,Female,No,Both parents,1,Yes,No,Yes,Farmer,No,No,No,No,Yes,38.6,Undergraduate,Yes
1639,Chemical,6.6,98.52,CBSE,Marathi,Rajkot,University Bus,15-20,No,3,Female,Yes,Single-parent,3,No,Yes,No,Govt. Employee,Yes,No,No,No,Yes,23.3,Postgraduate,Yes
1640,FEHS,6.54,59.31,ICSE,Marathi,Ahmedabad,Personal bike,15-20,No,1,Female,No,Single-parent,1,Yes,No,No,Labour,No,Yes,Yes,No,No,29.3,Postgraduate,Yes
1641,Chemical,9.73,88.81,CBSE,Gujarati,Ahmedabad,Personal bike,10-15,Yes,2,Other,Yes,Orphaned,2,Yes,Yes,No,Labour,Yes,No,No,No,No,31.6,Postgraduate,No
1642,Chemical,8.57,66.98,State Board,Marathi,Rajkot,Personal bike,5-10,No,5,Other,No,Both parents,2,No,Yes,Yes,Farmer,Yes,No,No,Yes,Yes,42.2,Postgraduate,No
1643,FEHS,9.47,91.19,CBSE,English,Rajkot,Public Transport,15-20,Yes,3,Male,No,Orphaned,3,No,No,No,Business,Yes,No,Yes,No,No,4.8,Postgraduate,No
1644,CSE,5.35,61.14,ICSE,Gujarati,Ahmedabad,Personal bike,Above 20,No,2,Other,Yes,Both parents,5,Yes,No,No,Business,No,No,No,Yes,Yes,22.8,Postgraduate,No
1645,Chemical,9.36,98.69,ICSE,Gujarati,Ahmedabad,Personal bike,5-10,Yes,3,Other,No,Single-parent,3,No,Yes,Yes,Other,No,No,Yes,Yes,Yes,19.0,Postgraduate,Yes
1646,BBA,9.83,54.88,ICSE,Hindi,Vadodara,Public Transport,10-15,No,2,Male,Yes,Orphaned,1,Yes,No,No,Other,No,No,Yes,No,No,40.7,Undergraduate,No
1647,BBA,7.74,62.58,State Board,Gujarati,Ahmedabad,Personal car,Above 20,No,4,Female,Yes,Single-parent,3,No,No,No,Business,No,No,Yes,No,Yes,29.8,High School,Yes
1648,FEHS,8.98,67.98,State Board,Marathi,Surat,Personal bike,Below 5,No,3,Female,No,Orphaned,3,Yes,No,No,Business,No,Yes,Yes,No,No,2.1,Undergraduate,Yes
1649,Chemical,7.74,81.61,CBSE,English,Surat,Personal bike,5-10,No,3,Other,Yes,Orphaned,5,Yes,No,Yes,Farmer,No,No,Yes,No,No,49.8,High School,Yes
1650,CSE,6.22,73.76,CBSE,Marathi,Rajkot,Public Transport,Above 20,Yes,2,Female,No,Single-parent,3,Yes,Yes,Yes,Other,No,Yes,No,Yes,Yes,15.4,Undergraduate,No
1651,CSE,5.56,63.79,CBSE,Gujarati,Surat,University Bus,Below 5,Yes,5,Male,Yes,Both parents,4,No,No,Yes,Other,No,Yes,Yes,Yes,Yes,49.8,Undergraduate,No
1652,FEHS,5.16,58.61,CBSE,Marathi,Surat,Personal bike,10-15,No,1,Female,Yes,Orphaned,5,Yes,No,No,Farmer,Yes,No,Yes,No,Yes,16.5,Undergraduate,No
1653,CSE,7.4,81.84,State Board,Gujarati,Surat,Personal bike,Below 5,Yes,3,Male,No,Orphaned,2,No,No,Yes,Govt. Employee,Yes,Yes,No,No,Yes,39.4,High School,Yes
1654,FEHS,9.27,56.1,ICSE,Gujarati,Surat,Personal car,Below 5,No,5,Other,No,Single-parent,1,Yes,No,No,Other,Yes,Yes,No,Yes,Yes,46.0,Undergraduate,No
1655,BBA,6.1,56.76,State Board,Hindi,Ahmedabad,University Bus,15-20,No,1,Other,Yes,Orphaned,3,Yes,No,Yes,Farmer,No,No,Yes,Yes,No,39.7,High School,Yes
1656,CSE,8.85,85.42,ICSE,English,Bharuch,Public Transport,15-20,Yes,2,Other,Yes,Both parents,4,Yes,Yes,No,Farmer,Yes,Yes,No,Yes,Yes,32.6,Undergraduate,No
1657,FEHS,7.8,96.33,ICSE,English,Ahmedabad,Personal car,5-10,Yes,4,Female,Yes,Single-parent,5,No,Yes,Yes,Labour,Yes,No,No,No,No,38.5,Undergraduate,Yes
1658,BBA,7.08,66.35,State Board,Marathi,Surat,Personal car,Below 5,Yes,3,Female,No,Orphaned,1,Yes,Yes,Yes,Business,Yes,No,No,No,No,6.5,Postgraduate,No
1659,CSE,9.85,97.5,State Board,English,Ahmedabad,Public Transport,5-10,No,1,Male,No,Orphaned,2,Yes,Yes,Yes,Govt. Employee,Yes,Yes,No,No,No,3.4,Undergraduate,No
1660,CSE,9.07,92.19,ICSE,Marathi,Surat,Personal car,10-15,No,5,Other,No,Orphaned,5,Yes,No,No,Business,Yes,Yes,No,Yes,No,49.4,Undergraduate,Yes
1661,BBA,9.04,71.0,ICSE,Hindi,Ahmedabad,Personal car,10-15,No,4,Female,Yes,Orphaned,4,Yes,Yes,No,Labour,No,No,Yes,No,No,33.1,Postgraduate,No
1662,Chemical,8.74,80.17,ICSE,Gujarati,Rajkot,Personal car,Below 5,No,4,Female,No,Single-parent,4,No,Yes,No,Other,Yes,Yes,No,Yes,No,45.3,Postgraduate,Yes
1663,BBA,9.76,66.47,CBSE,English,Surat,Personal bike,Above 20,Yes,1,Other,Yes,Both parents,5,Yes,No,No,Labour,Yes,No,No,No,Yes,47.4,High School,No
1664,FEHS,6.35,79.97,State Board,Gujarati,Vadodara,University Bus,15-20,No,4,Female,No,Single-parent,4,No,No,Yes,Other,No,No,No,Yes,Yes,35.1,Undergraduate,Yes
1665,FEHS,8.35,63.72,CBSE,Marathi,Vadodara,Personal bike,5-10,No,3,Female,Yes,Orphaned,5,No,Yes,Yes,Labour,No,Yes,No,No,No,38.0,Postgraduate,Yes
1666,BBA,6.04,78.96,CBSE,Gujarati,Rajkot,Personal car,Above 20,No,3,Other,Yes,Orphaned,3,Yes,Yes,Yes,Business,Yes,No,No,Yes,Yes,29.5,High School,No
1667,BBA,6.52,71.05,ICSE,English,Rajkot,Personal car,Above 20,No,5,Male,No,Orphaned,1,No,Yes,No,Govt. Employee,Yes,No,Yes,Yes,No,44.5,High School,Yes
1668,Chemical,7.68,99.93,State Board,Hindi,Vadodara,University Bus,15-20,Yes,2,Female,No,Both parents,2,No,Yes,No,Other,No,No,Yes,No,No,21.9,Undergraduate,Yes
1669,FEHS,6.96,72.8,CBSE,Marathi,Bharuch,University Bus,10-15,Yes,1,Male,No,Both parents,3,Yes,No,Yes,Other,Yes,Yes,Yes,Yes,Yes,31.6,High School,No
1670,CSE,6.98,54.58,CBSE,Hindi,Bharuch,Public Transport,10-15,Yes,3,Male,Yes,Both parents,1,No,No,No,Business,Yes,No,No,Yes,Yes,39.6,High School,No
1671,FEHS,5.03,63.54,ICSE,English,Vadodara,Public Transport,Below 5,Yes,1,Male,No,Both parents,3,Yes,Yes,No,Other,No,Yes,Yes,No,Yes,39.1,High School,No
1672,FEHS,9.24,67.9,CBSE,Hindi,Rajkot,University Bus,10-15,No,4,Male,No,Single-parent,4,Yes,No,No,Govt. Employee,No,Yes,Yes,Yes,No,31.3,High School,Yes
1673,BBA,6.75,91.7,ICSE,English,Rajkot,Public Transport,15-20,Yes,3,Female,No,Both parents,2,Yes,Yes,Yes,Farmer,Yes,No,Yes,No,Yes,31.4,High School,Yes
1674,FEHS,8.17,67.13,ICSE,Hindi,Rajkot,University Bus,Below 5,Yes,4,Male,No,Both parents,1,No,No,Yes,Farmer,No,Yes,Yes,No,No,10.7,Undergraduate,No
1675,FEHS,5.85,98.99,CBSE,Hindi,Ahmedabad,Personal car,10-15,No,4,Male,No,Both parents,2,No,No,Yes,Labour,Yes,Yes,No,Yes,No,12.8,High School,Yes
1676,CSE,8.1,64.53,State Board,English,Surat,Personal bike,10-15,Yes,2,Other,Yes,Both parents,2,Yes,Yes,Yes,Business,Yes,Yes,No,No,Yes,32.5,Postgraduate,No
1677,Chemical,5.79,65.29,State Board,English,Vadodara,Personal bike,10-15,No,3,Other,Yes,Orphaned,2,Yes,Yes,Yes,Other,No,No,Yes,No,No,16.2,Postgraduate,Yes
1678,CSE,6.47,54.77,ICSE,Marathi,Rajkot,Personal bike,5-10,No,5,Female,No,Both parents,4,Yes,No,No,Other,No,Yes,No,Yes,Yes,33.5,Postgraduate,Yes
1679,BBA,7.8,86.94,ICSE,Gujarati,Ahmedabad,Personal car,Below 5,Yes,2,Female,Yes,Both parents,2,Yes,No,No,Farmer,No,Yes,Yes,No,No,24.8,High School,No
1680,BBA,8.13,77.63,ICSE,English,Surat,Personal car,15-20,No,2,Other,No,Both parents,5,No,Yes,No,Farmer,No,No,No,Yes,Yes,15.1,High School,Yes
1681,Chemical,9.0,87.49,CBSE,Hindi,Surat,Public Transport,Above 20,No,2,Female,No,Orphaned,1,Yes,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,16.1,High School,No
1682,Chemical,9.46,95.29,CBSE,Gujarati,Surat,University Bus,Above 20,No,3,Male,Yes,Orphaned,4,No,No,Yes,Govt. Employee,Yes,Yes,No,No,Yes,32.6,Postgraduate,Yes
1683,Chemical,7.4,82.65,ICSE,Gujarati,Surat,Personal car,10-15,Yes,5,Female,No,Orphaned,1,No,Yes,Yes,Business,Yes,No,Yes,Yes,No,19.8,Undergraduate,Yes
1684,CSE,6.04,96.45,ICSE,English,Ahmedabad,Public Transport,5-10,Yes,1,Female,No,Orphaned,2,Yes,Yes,Yes,Govt. Employee,No,Yes,No,Yes,Yes,40.3,High School,Yes
1685,Chemical,6.63,84.91,CBSE,Hindi,Vadodara,University Bus,Below 5,Yes,1,Female,Yes,Single-parent,1,Yes,Yes,Yes,Labour,No,No,Yes,Yes,No,17.3,Undergraduate,Yes
1686,BBA,6.2,83.08,ICSE,Gujarati,Ahmedabad,Public Transport,Above 20,No,1,Other,Yes,Orphaned,1,No,Yes,Yes,Labour,No,Yes,Yes,Yes,Yes,26.7,Postgraduate,No
1687,FEHS,7.35,75.16,ICSE,Gujarati,Rajkot,Personal bike,10-15,No,4,Other,No,Orphaned,1,Yes,Yes,Yes,Farmer,Yes,Yes,No,No,No,37.9,Undergraduate,No
1688,FEHS,9.31,89.12,CBSE,English,Ahmedabad,Personal car,Above 20,Yes,4,Other,No,Single-parent,1,No,No,Yes,Labour,No,No,No,Yes,No,20.8,High School,No
1689,Chemical,7.89,94.3,State Board,Hindi,Surat,University Bus,15-20,Yes,4,Male,Yes,Both parents,5,No,No,No,Govt. Employee,No,No,No,Yes,No,19.6,Undergraduate,Yes
1690,BBA,6.21,94.98,State Board,Hindi,Surat,Public Transport,15-20,No,3,Male,No,Both parents,5,No,Yes,Yes,Other,No,Yes,Yes,Yes,Yes,40.3,High School,No
1691,Chemical,8.09,77.27,ICSE,Marathi,Bharuch,Public Transport,10-15,Yes,4,Female,No,Both parents,2,No,Yes,Yes,Labour,No,Yes,Yes,Yes,No,12.4,Undergraduate,No
1692,Chemical,5.57,54.79,CBSE,English,Ahmedabad,Public Transport,Above 20,No,5,Other,Yes,Single-parent,5,No,Yes,Yes,Other,Yes,No,Yes,Yes,No,26.6,High School,Yes
1693,BBA,7.41,65.01,CBSE,English,Ahmedabad,Personal car,10-15,No,3,Male,No,Single-parent,3,No,Yes,No,Other,Yes,Yes,Yes,No,Yes,8.5,Postgraduate,Yes
1694,FEHS,5.66,96.97,State Board,English,Surat,University Bus,Below 5,No,4,Female,Yes,Orphaned,2,Yes,No,Yes,Govt. Employee,No,No,No,No,No,32.6,Postgraduate,Yes
1695,Chemical,8.22,99.91,CBSE,English,Bharuch,Personal bike,Above 20,No,5,Other,Yes,Orphaned,3,Yes,No,Yes,Govt. Employee,No,No,No,Yes,Yes,9.2,High School,Yes
1696,Chemical,5.34,64.17,State Board,English,Vadodara,Public Transport,10-15,Yes,5,Other,Yes,Both parents,4,Yes,No,No,Other,Yes,No,No,Yes,Yes,14.5,Postgraduate,Yes
1697,CSE,9.75,98.11,State Board,Hindi,Ahmedabad,Personal bike,10-15,Yes,5,Male,Yes,Orphaned,1,Yes,Yes,Yes,Business,Yes,No,Yes,No,No,5.3,Undergraduate,No
1698,Chemical,9.97,66.31,State Board,English,Rajkot,Personal car,Below 5,No,2,Other,No,Both parents,5,No,No,Yes,Other,No,No,Yes,No,No,4.0,Undergraduate,No
1699,FEHS,9.38,90.49,ICSE,Hindi,Rajkot,Personal bike,Below 5,Yes,3,Male,Yes,Single-parent,1,Yes,Yes,Yes,Govt. Employee,Yes,No,No,Yes,No,32.3,High School,No
1700,Chemical,6.65,76.94,State Board,Hindi,Surat,University Bus,15-20,Yes,1,Male,Yes,Orphaned,1,No,Yes,Yes,Farmer,Yes,Yes,Yes,No,No,26.8,Postgraduate,Yes
1701,Chemical,9.73,54.5,ICSE,Gujarati,Ahmedabad,Public Transport,10-15,No,4,Other,Yes,Orphaned,1,Yes,Yes,No,Farmer,No,Yes,No,No,Yes,7.4,Undergraduate,No
1702,CSE,6.49,97.69,CBSE,Gujarati,Vadodara,Personal bike,Above 20,No,2,Other,No,Orphaned,3,No,No,No,Govt. Employee,No,Yes,No,No,Yes,49.3,Postgraduate,Yes
1703,BBA,6.52,76.72,CBSE,English,Surat,Personal car,5-10,No,1,Male,No,Single-parent,1,Yes,No,Yes,Govt. Employee,No,Yes,Yes,Yes,Yes,39.9,Undergraduate,Yes
1704,CSE,9.29,99.85,State Board,Marathi,Rajkot,Public Transport,15-20,Yes,1,Male,Yes,Orphaned,2,No,Yes,Yes,Business,No,Yes,Yes,No,No,27.8,High School,Yes
1705,Chemical,8.73,57.03,CBSE,Hindi,Ahmedabad,Personal car,Below 5,No,4,Male,No,Single-parent,4,Yes,Yes,No,Other,No,No,Yes,No,Yes,38.6,Postgraduate,Yes
1706,Chemical,6.69,94.21,State Board,English,Vadodara,Public Transport,10-15,Yes,3,Other,No,Single-parent,5,Yes,Yes,Yes,Labour,No,No,No,Yes,No,8.1,Undergraduate,Yes
1707,Chemical,7.14,66.21,CBSE,Hindi,Rajkot,Public Transport,10-15,No,1,Female,No,Orphaned,1,No,No,No,Other,Yes,Yes,Yes,No,Yes,21.8,High School,Yes
1708,FEHS,7.79,54.08,State Board,Gujarati,Bharuch,Personal bike,Above 20,Yes,5,Female,Yes,Single-parent,1,Yes,No,No,Govt. Employee,No,No,No,Yes,No,42.9,High School,No
1709,CSE,7.26,99.0,ICSE,Hindi,Surat,Personal car,Below 5,No,2,Male,Yes,Orphaned,2,No,No,No,Labour,Yes,No,No,No,Yes,3.3,Undergraduate,No
1710,Chemical,6.98,73.5,CBSE,English,Vadodara,Personal bike,Above 20,No,5,Female,No,Single-parent,3,No,No,No,Labour,No,Yes,No,Yes,Yes,17.0,High School,No
1711,FEHS,7.86,94.97,ICSE,Hindi,Rajkot,Personal bike,10-15,No,4,Other,Yes,Single-parent,4,No,Yes,No,Business,No,No,Yes,Yes,Yes,24.8,Undergraduate,Yes
1712,BBA,9.79,65.55,CBSE,Gujarati,Vadodara,University Bus,10-15,No,3,Female,Yes,Both parents,1,No,No,No,Other,Yes,Yes,Yes,Yes,No,32.5,Undergraduate,Yes
1713,Chemical,7.92,78.48,State Board,Gujarati,Rajkot,University Bus,5-10,Yes,5,Male,Yes,Both parents,4,No,No,No,Labour,No,No,Yes,Yes,No,6.3,Undergraduate,Yes
1714,FEHS,7.83,80.51,State Board,Gujarati,Vadodara,Public Transport,Below 5,Yes,3,Female,Yes,Single-parent,4,Yes,Yes,No,Farmer,Yes,Yes,Yes,No,Yes,24.6,Postgraduate,Yes
1715,CSE,5.15,71.58,CBSE,Hindi,Ahmedabad,University Bus,Above 20,No,4,Male,No,Single-parent,5,No,Yes,No,Govt. Employee,No,Yes,Yes,Yes,No,23.4,High School,No
1716,CSE,8.4,50.83,ICSE,Gujarati,Vadodara,Public Transport,15-20,Yes,3,Female,Yes,Both parents,4,Yes,No,No,Other,Yes,Yes,Yes,No,Yes,19.3,High School,Yes
1717,CSE,7.11,88.41,CBSE,Gujarati,Bharuch,Public Transport,Above 20,Yes,1,Female,Yes,Single-parent,1,Yes,No,Yes,Business,No,Yes,Yes,No,No,38.6,High School,Yes
1718,BBA,9.34,54.46,State Board,Marathi,Vadodara,University Bus,5-10,No,2,Female,Yes,Both parents,3,No,No,No,Govt. Employee,Yes,Yes,Yes,Yes,No,34.3,High School,No
1719,Chemical,5.33,64.15,State Board,Hindi,Surat,Personal car,Above 20,Yes,4,Male,Yes,Both parents,1,No,Yes,No,Govt. Employee,No,No,Yes,Yes,Yes,11.2,High School,Yes
1720,FEHS,7.74,83.58,State Board,Marathi,Rajkot,Public Transport,10-15,No,5,Female,No,Both parents,4,Yes,Yes,No,Business,Yes,Yes,No,No,No,6.9,Postgraduate,Yes
1721,FEHS,7.61,56.7,State Board,Gujarati,Vadodara,Personal car,15-20,No,2,Male,No,Both parents,3,No,No,Yes,Govt. Employee,Yes,No,Yes,Yes,Yes,8.2,High School,Yes
1722,CSE,7.76,56.99,State Board,Marathi,Surat,University Bus,5-10,Yes,5,Male,No,Orphaned,5,No,No,No,Farmer,Yes,Yes,Yes,Yes,Yes,39.8,Undergraduate,Yes
1723,BBA,9.52,93.28,CBSE,Marathi,Surat,Personal car,Below 5,Yes,1,Other,No,Orphaned,1,Yes,Yes,Yes,Other,No,Yes,Yes,No,No,34.5,Undergraduate,Yes
1724,FEHS,5.92,53.82,State Board,Gujarati,Rajkot,University Bus,15-20,Yes,4,Female,Yes,Orphaned,3,No,No,Yes,Farmer,Yes,Yes,Yes,No,Yes,25.9,High School,No
1725,FEHS,8.48,79.85,ICSE,Marathi,Surat,University Bus,10-15,Yes,4,Male,Yes,Orphaned,1,Yes,Yes,Yes,Farmer,No,No,Yes,No,No,24.3,High School,No
1726,BBA,6.3,84.53,State Board,Hindi,Bharuch,Personal car,Above 20,Yes,3,Female,No,Both parents,2,No,Yes,Yes,Business,No,Yes,No,Yes,Yes,24.9,Undergraduate,No
1727,BBA,9.01,56.93,ICSE,English,Vadodara,University Bus,Above 20,No,4,Male,Yes,Both parents,5,No,No,Yes,Labour,No,No,No,Yes,Yes,1.9,Postgraduate,Yes
1728,CSE,7.88,51.46,CBSE,Hindi,Surat,Personal car,10-15,No,4,Female,No,Both parents,3,No,No,No,Govt. Employee,No,Yes,No,Yes,No,43.6,High School,No
1729,Chemical,6.45,99.66,State Board,Gujarati,Surat,Public Transport,15-20,No,3,Female,Yes,Both parents,4,Yes,No,Yes,Labour,No,No,No,No,Yes,12.6,Undergraduate,No
1730,CSE,5.4,97.28,ICSE,Gujarati,Bharuch,Personal car,15-20,No,4,Male,No,Both parents,2,No,Yes,Yes,Business,No,No,Yes,No,No,25.7,Undergraduate,Yes
1731,BBA,5.13,55.66,State Board,English,Bharuch,Personal bike,Below 5,No,2,Male,Yes,Single-parent,2,Yes,Yes,No,Farmer,No,No,Yes,Yes,No,33.3,High School,Yes
1732,BBA,7.85,99.3,ICSE,Gujarati,Surat,University Bus,10-15,Yes,4,Female,Yes,Single-parent,2,Yes,Yes,No,Farmer,No,No,Yes,No,Yes,42.4,High School,Yes
1733,Chemical,5.08,54.94,State Board,English,Rajkot,Personal car,15-20,No,5,Other,Yes,Single-parent,2,Yes,No,Yes,Business,No,No,Yes,Yes,Yes,26.8,Postgraduate,Yes
1734,BBA,6.07,92.53,CBSE,Gujarati,Vadodara,Personal bike,10-15,No,3,Male,No,Orphaned,4,No,Yes,Yes,Other,No,Yes,No,No,No,8.5,Undergraduate,Yes
1735,FEHS,5.68,96.67,ICSE,Gujarati,Surat,University Bus,Above 20,No,4,Male,No,Both parents,1,No,Yes,No,Other,Yes,Yes,Yes,Yes,No,20.4,Undergraduate,Yes
1736,Chemical,7.74,71.26,State Board,Marathi,Bharuch,Public Transport,5-10,No,5,Other,No,Orphaned,3,Yes,No,No,Business,Yes,Yes,Yes,Yes,Yes,11.5,Undergraduate,Yes
1737,FEHS,9.89,63.07,CBSE,Hindi,Ahmedabad,Public Transport,15-20,No,4,Other,Yes,Orphaned,3,Yes,Yes,Yes,Labour,No,Yes,Yes,Yes,Yes,2.8,Postgraduate,No
1738,BBA,7.54,65.38,State Board,Gujarati,Surat,Personal bike,10-15,Yes,1,Other,Yes,Single-parent,5,No,No,Yes,Farmer,Yes,Yes,No,Yes,Yes,11.6,High School,Yes
1739,FEHS,7.37,94.95,ICSE,Marathi,Vadodara,University Bus,Below 5,No,5,Other,No,Single-parent,3,Yes,Yes,No,Govt. Employee,No,Yes,Yes,No,No,25.1,Postgraduate,Yes
1740,CSE,6.77,97.16,State Board,Hindi,Rajkot,Personal car,Above 20,Yes,3,Female,No,Orphaned,4,Yes,Yes,No,Farmer,Yes,Yes,No,Yes,Yes,21.3,Postgraduate,No
1741,CSE,6.43,97.4,State Board,Gujarati,Ahmedabad,University Bus,15-20,No,4,Other,No,Single-parent,5,No,No,Yes,Business,Yes,Yes,Yes,No,Yes,48.5,Undergraduate,Yes
1742,Chemical,9.28,94.97,CBSE,English,Ahmedabad,University Bus,10-15,No,5,Female,Yes,Orphaned,1,No,No,Yes,Other,No,No,Yes,No,No,20.1,High School,Yes
1743,FEHS,7.29,79.67,State Board,Hindi,Rajkot,Personal bike,Above 20,Yes,1,Other,No,Both parents,1,Yes,No,Yes,Other,No,Yes,Yes,Yes,Yes,25.4,Postgraduate,Yes
1744,Chemical,8.64,52.73,State Board,Marathi,Bharuch,Public Transport,5-10,No,3,Female,Yes,Orphaned,3,No,Yes,Yes,Labour,No,Yes,Yes,No,No,33.8,Undergraduate,No
1745,FEHS,9.92,94.08,State Board,Gujarati,Rajkot,Public Transport,15-20,No,2,Other,No,Single-parent,5,Yes,No,No,Farmer,Yes,Yes,No,Yes,No,18.9,Undergraduate,No
1746,BBA,6.61,82.92,State Board,English,Vadodara,Personal car,Below 5,Yes,3,Other,Yes,Both parents,4,Yes,No,Yes,Farmer,Yes,No,Yes,No,No,12.4,High School,Yes
1747,BBA,7.39,81.7,ICSE,Gujarati,Ahmedabad,Personal car,10-15,No,2,Male,No,Single-parent,2,Yes,No,Yes,Business,No,No,Yes,Yes,Yes,26.0,Postgraduate,No
1748,FEHS,7.85,59.67,CBSE,Marathi,Surat,University Bus,Above 20,Yes,5,Female,No,Orphaned,1,No,No,No,Farmer,Yes,Yes,No,No,Yes,28.3,Postgraduate,Yes
1749,BBA,8.93,82.44,ICSE,Gujarati,Surat,Personal car,15-20,No,4,Female,Yes,Single-parent,2,No,Yes,Yes,Farmer,No,Yes,Yes,No,No,17.9,High School,No
1750,BBA,6.28,95.71,State Board,Gujarati,Bharuch,Personal car,Below 5,No,2,Other,No,Orphaned,1,Yes,No,Yes,Farmer,No,No,Yes,Yes,Yes,41.0,High School,Yes
1751,CSE,8.21,71.32,CBSE,Gujarati,Bharuch,Personal car,10-15,No,3,Other,No,Both parents,1,No,No,No,Business,No,Yes,Yes,Yes,No,6.3,Undergraduate,No
1752,FEHS,8.8,77.33,State Board,Hindi,Surat,Personal car,15-20,No,5,Male,No,Both parents,5,No,No,No,Business,Yes,Yes,Yes,Yes,No,44.7,High School,Yes
1753,CSE,6.77,61.83,CBSE,Marathi,Vadodara,Personal bike,15-20,No,3,Male,No,Single-parent,3,No,No,No,Other,Yes,No,No,Yes,No,40.0,Postgraduate,No
1754,BBA,6.86,63.93,State Board,Marathi,Bharuch,Personal bike,5-10,No,3,Female,No,Single-parent,4,No,No,Yes,Govt. Employee,No,Yes,No,Yes,Yes,32.9,Postgraduate,Yes
1755,FEHS,8.4,67.81,ICSE,Marathi,Bharuch,Personal car,Above 20,Yes,5,Male,No,Both parents,1,Yes,Yes,Yes,Other,Yes,Yes,No,Yes,No,36.8,Undergraduate,Yes
1756,FEHS,8.36,61.04,ICSE,Gujarati,Bharuch,University Bus,Above 20,No,3,Male,Yes,Both parents,2,No,Yes,Yes,Govt. Employee,Yes,No,No,Yes,Yes,38.2,High School,No
1757,Chemical,9.67,66.84,State Board,Hindi,Vadodara,Personal bike,10-15,No,2,Other,No,Both parents,2,No,Yes,Yes,Farmer,No,No,Yes,No,No,33.0,High School,No
1758,BBA,7.26,61.89,ICSE,Hindi,Vadodara,Personal bike,5-10,No,4,Other,No,Single-parent,1,Yes,No,Yes,Business,No,Yes,Yes,Yes,No,16.1,High School,Yes
1759,CSE,7.52,53.53,State Board,English,Bharuch,Public Transport,10-15,No,2,Male,No,Orphaned,1,No,No,Yes,Farmer,Yes,Yes,No,No,No,47.8,Postgraduate,No
1760,CSE,6.51,66.82,ICSE,English,Vadodara,Public Transport,5-10,Yes,5,Other,Yes,Single-parent,1,Yes,Yes,No,Labour,Yes,No,No,No,Yes,20.4,Postgraduate,Yes
1761,FEHS,6.49,87.27,CBSE,Marathi,Ahmedabad,Personal bike,Below 5,No,1,Other,No,Both parents,1,Yes,No,No,Labour,Yes,No,Yes,Yes,No,28.9,Postgraduate,Yes
1762,FEHS,8.12,59.95,CBSE,English,Vadodara,Public Transport,Above 20,Yes,3,Other,Yes,Orphaned,1,Yes,No,No,Govt. Employee,No,Yes,Yes,Yes,No,42.3,High School,Yes
1763,BBA,7.6,96.23,CBSE,English,Vadodara,Personal car,5-10,No,5,Other,Yes,Both parents,1,Yes,No,No,Other,No,Yes,Yes,Yes,Yes,18.6,Postgraduate,No
1764,FEHS,7.35,53.87,State Board,Gujarati,Vadodara,Personal car,5-10,Yes,3,Male,Yes,Orphaned,4,Yes,Yes,No,Farmer,No,No,No,Yes,Yes,47.3,Postgraduate,Yes
1765,CSE,8.09,89.2,State Board,Hindi,Rajkot,Personal bike,10-15,Yes,2,Male,No,Single-parent,3,No,Yes,No,Labour,No,Yes,No,No,Yes,4.5,High School,No
1766,CSE,7.17,52.23,State Board,Gujarati,Ahmedabad,Public Transport,Below 5,Yes,4,Female,Yes,Both parents,4,No,Yes,Yes,Govt. Employee,No,No,Yes,Yes,Yes,19.7,Postgraduate,Yes
1767,CSE,7.74,95.96,CBSE,English,Rajkot,University Bus,Above 20,Yes,5,Other,No,Orphaned,4,Yes,Yes,Yes,Govt. Employee,No,Yes,No,Yes,Yes,4.3,Postgraduate,No
1768,Chemical,5.77,90.23,ICSE,Hindi,Ahmedabad,Personal bike,Below 5,Yes,5,Female,Yes,Both parents,5,No,Yes,No,Labour,Yes,No,No,No,Yes,50.0,Undergraduate,Yes
